"id","pickone_no","created_at","updated_at","title","thumb","people","price","enabled","size","zipcode","county","district","address","address_info","brief","use_info","device_info","floor_plan","sort","lat","lng"
"75","2269","28/9/2017 18:31:02","15/11/2019 23:17:43","台電大樓 A","https://i.imgur.com/lLJTdY1.jpg","8","270","1","5","106","臺北市","大安區","羅斯福路三段125號3樓-A室","捷運台電大樓站3號出口，步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維持鄰居環境安寧。","https://i.imgur.com/xSz4PbB.png","94","25.0219836","121.5270729"
"76","2270","28/9/2017 18:37:45","15/11/2019 23:17:43","台電大樓 B","https://i.imgur.com/gfdu4YY.jpg","4","250","1","3","106","臺北市","大安區","羅斯福路三段125號3樓-B室","捷運台電大樓站3號出口，步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維持鄰居環境安寧。","https://i.imgur.com/MngOpkZ.png","95","25.0219836","121.5270729"
"77","2271","28/9/2017 18:48:35","15/11/2019 23:17:43","台電大樓 C","https://i.imgur.com/pe0OMSU.jpg","8","270","1","4","106","臺北市","大安區","羅斯福路三段125號3樓-C室","捷運台電大樓站3號出口，步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維持鄰居環境安寧。","https://i.imgur.com/dlvRs3k.png","96","25.0219836","121.5270729"
"78","2272","28/9/2017 18:56:48","15/11/2019 23:17:43","台電大樓 D","https://i.imgur.com/wJcdZlw.jpg","6","270","1","3","106","臺北市","大安區","羅斯福路三段125號3樓-D室","捷運台電大樓站3號出口，步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維持鄰居環境安寧。","https://i.imgur.com/2BrVvhb.png","97","25.0219836","121.5270729"
"79","2327","17/10/2017 23:05:57","15/11/2019 23:17:43","松江南京 301","https://i.imgur.com/2E8l38Q.jpg","12","400","1","8","104","臺北市","中山區","松江路131-1號3樓-301室","松江南京捷運站 7 號出口，上來直走步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/YJ9FYAM.png","111","25.0542505","121.5332802"
"80","2329","17/10/2017 23:14:01","15/11/2019 23:17:43","松江南京 302","https://i.imgur.com/xpLIDwp.jpg","8","270","1","5","104","臺北市","中山區","松江路131-1號3樓-302室","松江南京捷運站 7 號出口，上來直走步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/MgVLreV.png","112","25.0542505","121.5332802"
"81","2328","17/10/2017 23:20:23","15/11/2019 23:17:43","松江南京 303","https://i.imgur.com/oD3EOrQ.jpg","8","270","1","7","104","臺北市","中山區","松江路131-1號3樓-303室","松江南京捷運站 7 號出口，上來直走步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/EWPdgDK.png","113","25.0542505","121.5332802"
"82","2330","17/10/2017 23:24:46","15/11/2019 23:17:43","松江南京 304","https://i.imgur.com/aORW4g6.jpg","8","330","1","7","104","臺北市","中山區","松江路131-1號3樓-304室","松江南京捷運站 7 號出口，上來直走步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧","https://i.imgur.com/jGSgHol.png","114","25.0542505","121.5332802"
"83","2331","17/10/2017 23:29:08","15/11/2019 23:17:43","松江南京 305","https://i.imgur.com/XzxoEAZ.jpg","6","280","1","5","104","臺北市","中山區","松江路131-1號3樓-305室","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/HxhnEQq.png","115","25.0542505","121.5332802"
"84","2333","17/10/2017 23:31:59","15/11/2019 23:17:43","松江南京 306","https://i.imgur.com/r0ETDg8.jpg","4","200","1","3","104","臺北市","中山區","松江路131-1號3樓-306室","松江南京捷運站 7 號出口，上來直走步行約2分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/hdmX1xR.png","116","25.0542505","121.5332802"
"85","2456","30/10/2017 12:49:39","15/11/2019 23:17:43","信義安和 A","https://i.imgur.com/lBCIOfl.jpg","16","450","1","10","106","臺北市","大安區","信義路四段341號9樓-2-A","捷運信義安和站，5號出口步行約5分鐘。","以深藍的長桌為主視覺，灰黑色的牆壁作為空間的背景，加上原木色的地板，能給人一種平靜溫和的感覺，配上白色及金色的裝飾點綴，空間呈現一種更現代的時尚氣氛。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","嚴禁逗留公共區域、大聲喧嘩、進行大型派對活動，若影響到住戶安寧，恐觸犯《噪音管制法》、《社會秩序維護法》。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","https://i.imgur.com/aNC20dK.png","55","25.033378","121.556687"
"86","2457","30/10/2017 14:02:39","15/11/2019 23:17:43","信義安和 B","https://i.imgur.com/6ketqY9.jpg","10","330","1","8","106","臺北市","大安區","信義路四段341號9樓-2-B","捷運信義安和站，5號出口步行約5分鐘。","以休閒運動風為主題，有著黑白相間的牆面，加上整個空間的線條漆色，讓空間有著如球場般的開闊感。籃球場的木地板、中央大大的桌球桌，將運動中的動態感完美融入空間之中！※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","桌球桌僅為裝飾擺設用，請勿進行體育活動。嚴禁逗留公共區域、大聲喧嘩、進行大型派對活動，若影響到住戶安寧，恐觸犯《噪音管制法》、《社會秩序維護法》。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","https://i.imgur.com/GDVyh57.png","56","25.033378","121.556687"
"87","2458","30/10/2017 14:17:03","15/11/2019 23:17:43","信義安和 C","https://i.imgur.com/fp0RLJ4.jpg","10","360","1","7","106","臺北市","大安區","信義路四段341號9樓-2-C","捷運信義安和站，5號出口步行約5分鐘。","以深色牆面圍繞四周，加上微微的間接光色，讓空間內斂起來。中央的亮色木桌，以及四周的氤氳黃光，能照出家俱典雅的氣氛。特別選用的灰黑座椅、質感沙發，將小空間提升到了更高的層次。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","嚴禁逗留公共區域、大聲喧嘩、進行大型派對活動，若影響到住戶安寧，恐觸犯《噪音管制法》、《社會秩序維護法》。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","https://i.imgur.com/V04oR0y.png","57","25.033378","121.556687"
"88","2459","30/10/2017 15:08:07","15/11/2019 23:17:43","信義安和 D","https://i.imgur.com/xOMd8a7.jpg","5","260","1","3","110","臺北市","信義區","信義路四段341號9樓-2-D","捷運信義安和站，5號出口步行約5分鐘。","典雅的燈具配上淡淡的紫色牆面，讓舒適的沙發與家俱們更為溫暖。這間全由沙發組成的小樹屋，是繼京站603的第二間沙發小樹屋，我們期待它給您相同的溫度、不同的回憶。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","嚴禁逗留公共區域、大聲喧嘩、進行大型派對活動，若影響到住戶安寧，恐觸犯《噪音管制法》、《社會秩序維護法》。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","https://i.imgur.com/ZdfyShP.png","58","25.033378","121.556687"
"89","2460","30/10/2017 15:17:42","15/11/2019 23:17:43","信義安和 E","https://i.imgur.com/gZruy8B.jpg","2","130","1","1","106","臺北市","大安區","信義路四段341號9樓-2-E","捷運信義安和站，5號出口步行約5分鐘。","以皮製家俱為主的迷你小樹屋，有著我們當初打造秘密基地時的情感，雖然小，卻依然溫暖；雖然小，卻能裝進我們大大的理想。也許我們都應該擁有，能夠裝進這些情感的小空間。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","隔壁為電視間，如需要較安靜的空間，建議使用別間小樹屋。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。※為配合本大樓進出管理，所有訪客進入時需向管理員告知。","https://i.imgur.com/60eMqyy.png","59","25.033378","121.556687"
"90","0","22/11/2017 11:40:37","23/4/2019 01:21:26","極地 個人位A1","https://i.imgur.com/ectFDNf.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A1","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/xYKPw5Z.png","0","25.0539759","121.5505238"
"91","0","22/11/2017 11:41:46","23/4/2019 01:21:27","極地 個人位A2","https://i.imgur.com/5BhywlQ.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A2","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/6ULQZgp.png","0","25.0539759","121.5505238"
"92","0","22/11/2017 11:42:42","23/4/2019 01:21:28","極地 個人位A3","https://i.imgur.com/wHrvzXT.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A3","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/piyNv0u.png","0","25.0539759","121.5505238"
"93","0","22/11/2017 11:44:36","23/4/2019 01:21:28","極地 個人位A4","https://i.imgur.com/XA4GaIR.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A4","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/7dO0X6c.png","0","25.0539759","121.5505238"
"94","0","22/11/2017 11:45:31","23/4/2019 01:21:29","極地 個人位A5","https://i.imgur.com/w58OEkr.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A5","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/lSuldH9.png","0","25.0539759","121.5505238"
"95","0","22/11/2017 11:46:13","23/4/2019 01:21:29","極地 個人位A6","https://i.imgur.com/FP9AFVf.jpg","1","50","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A6","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/ufXpz3m.png","0","25.0539759","121.5505238"
"96","0","22/11/2017 11:47:14","23/4/2019 01:21:30","極地 個人位A7","https://i.imgur.com/z1M6OHD.jpg","1","60","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A7","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/EExkWIm.png","0","25.0539759","121.5505238"
"97","0","22/11/2017 11:49:23","23/4/2019 01:21:31","極地 個人位A8","https://i.imgur.com/LVN4xH0.jpg","1","60","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A8","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/MsjomjS.png","0","25.0539759","121.5505238"
"98","0","22/11/2017 11:49:30","23/4/2019 01:21:31","極地 個人位A9","https://i.imgur.com/pII0SfB.jpg","1","60","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A9","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/9xefduO.png","0","25.0539759","121.5505238"
"99","0","22/11/2017 11:49:56","23/4/2019 01:21:32","極地 個人位A10","https://i.imgur.com/nM8BtjM.jpg","1","80","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A10","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/kyXz5uH.png","0","25.0539759","121.5505238"
"100","0","22/11/2017 11:50:21","23/4/2019 01:21:33","極地 個人位A11","https://i.imgur.com/yB2LvQX.jpg","1","80","0","10","105","臺北市","松山區","敦化北路145巷12號4樓-A11","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間。極地個人位，提供個人辦公、讀書、繪畫等多種用途。","如欲飲食、談話，請以不影響他人為主，並在使用後將環境復原。","離開時請歸還借用物品，並將桌面整理乾淨。","https://i.imgur.com/UdWrP1E.png","0","25.0539759","121.5505238"
"101","2461","22/11/2017 12:06:36","3/9/2019 17:08:40","小巨蛋 B","https://i.imgur.com/CS47xog.jpg","2","120","0","1","105","臺北市","松山區","敦化北路145巷12號4樓-B","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","會受到走廊些許聲音影響。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/G7SWjec.png","0","25.0539759","121.5505238"
"102","2465","22/11/2017 12:09:18","6/6/2019 14:38:07","小巨蛋 C","https://i.imgur.com/otVF2bM.jpg","2","110","0","1","105","臺北市","松山區","敦化北路145巷12號4樓-C","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","會受到走廊些許聲音影響。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/qP53Wtj.png","0","25.0539759","121.5505238"
"103","2462","22/11/2017 12:14:09","5/11/2019 17:14:35","小巨蛋 D","https://i.imgur.com/O4Gpb1H.jpg","12","12000","0","6","105","臺北市","松山區","敦化北路145巷12號4樓-D","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/RZ7ShdZ.png","0","25.0539759","121.5505238"
"104","2463","22/11/2017 13:58:22","6/6/2019 14:38:10","小巨蛋 E","https://i.imgur.com/a4Ysa3K.jpg","6","230","0","3","105","臺北市","松山區","敦化北路145巷12號4樓-E","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/hEQpnFE.png","0","25.0539759","121.5505238"
"105","2464","22/11/2017 14:04:00","6/6/2019 14:38:12","小巨蛋 F","https://i.imgur.com/xNc4bDp.jpg","7","340","0","5","105","臺北市","松山區","敦化北路145巷12號4樓-F","小巨蛋站1號出口上來後右轉，走路約5分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。",,"場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。","https://i.imgur.com/1JKVvAw.png","0","25.0539759","121.5505238"
"106","0","12/12/2017 11:33:14","23/4/2019 01:21:36","新．北車 B(含投影)","https://i.imgur.com/w3v3qrE.jpg","16","430","0","13","100","臺北市","中正區","忠孝西路一段7號9樓900室","緊鄰台北車站、捷運台北車站M7出口(樓梯)步行一分鐘，忠孝東路及中山北路口。近台大醫院、監察院、多條路線公車。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","新場地將於1/10後開放，可先行預約，唯價格將在正式開幕後調升。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。",,"0","25.0460064","121.5191759"
"107","0","12/12/2017 11:44:34","23/4/2019 01:21:36","新．忠孝復興 202(含投影)","https://i.imgur.com/HtW2uaH.jpg","20","550","0","12","106","臺北市","大安區","忠孝東路三段204號2樓-202室","捷運忠孝復興站2號出口步行5分鐘，住商不動產旁，204號入口進入。在忠孝東路上，有多班公車可抵達。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","為維護社區安全，每日18:00後及假日，一樓大門須保持關閉，若有活動舉辦，請派人至一樓幫忙開門。場地將於1/10開放使用，除椅子外，規格與舊場地大致相同，可先行預約。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。",,"0","25.0414199","121.539546"
"108","0","12/12/2017 12:00:09","23/4/2019 01:21:36","新．南京復興 A(含投影)","https://i.imgur.com/0PuFukS.jpg","22","460","0","12","104","臺北市","中山區","南京東路三段200號5樓507室-A","捷運南京復興站3號出口步行1分鐘，台建大樓，200號入口進入。在南京東路上，有多班公車可抵達。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","新場地將於1/10後開放，除椅子外與舊場規格地大致相同，可先行預約。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。",,"0","25.0516787","121.5430588"
"109","0","12/12/2017 12:15:10","23/4/2019 01:21:36","新．南京復興 B(含投影)","https://i.imgur.com/T9ZnGM8.jpg","22","400","0","12","104","臺北市","中山區","南京東路三段200號5樓507室-B","捷運南京復興站3號出口步行1分鐘，台建大樓，200號入口進入。在南京東路上，有多班公車可抵達。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","新場地將於1/10後開放，裝潢與舊場地大致相同，唯主桌款式及椅子數量有所調整，可先行預約，價格將在正式開幕後調升。","場地無提供且「禁止」使用麥克風及擴音設備，以維繫鄰居環境安寧。",,"0","25.0516787","121.5430588"
"110","0","7/1/2018 18:35:04","15/11/2019 23:17:43","東門 01","https://i.imgur.com/28R9xYi.jpg","6","260","1","6","106","臺北市","大安區","信義路二段222號4樓-1","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/CcjGJxf.png","69","25.033409","121.531367"
"111","0","7/1/2018 18:36:06","15/11/2019 23:17:43","東門 02","https://i.imgur.com/AhIhYLD.jpg","10","400","1","6","106","臺北市","大安區","信義路二段222號4樓-2","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/VnoUGz0.png","70","25.033409","121.531367"
"112","0","7/1/2018 18:37:10","15/11/2019 23:17:43","東門 03","https://i.imgur.com/5QtxM7B.jpg","3","140","1","2","106","臺北市","大安區","信義路二段222號4樓-3","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/rjNfE5v.png","71","25.033409","121.531367"
"113","3","7/1/2018 18:38:02","15/11/2019 23:17:43","東門 04","https://i.imgur.com/WtYF6Hd.jpg","8","380","1","7","106","臺北市","大安區","信義路二段222號4樓-4","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/SRQoWjn.png","72","25.033409","121.531367"
"114","5","7/1/2018 18:38:58","15/11/2019 23:17:43","東門 05","https://i.imgur.com/HqVX8as.jpg","8","340","1","5","106","臺北市","大安區","信義路二段222號4樓-5","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/MZy2LOc.png","73","25.033409","121.531367"
"115","1","7/1/2018 18:39:39","15/11/2019 23:17:43","東門 06","https://i.imgur.com/3AVrkY6.jpg","4","180","1","2","106","臺北市","大安區","信義路二段222號4樓-6","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","木製地板，入內須脫鞋 (如遇一樓大門未開，請聯繫客服人員)。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/FjlTtbL.png","74","25.033409","121.531367"
"116","7","7/1/2018 18:40:27","15/11/2019 23:17:43","東門 07","https://i.imgur.com/IKEBLiD.jpg","2","150","1","2","106","臺北市","大安區","信義路二段222號4樓-7","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/pMEoJ3p.png","75","25.033409","121.531367"
"117","8","7/1/2018 18:41:08","15/11/2019 23:17:43","東門 08","https://i.imgur.com/77HkySD.jpg","2","160","1","2","106","臺北市","大安區","信義路二段222號4樓-8","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/beqOg4y.png","76","25.033409","121.531367"
"118","9","7/1/2018 18:41:50","15/11/2019 23:17:43","東門 09","https://i.imgur.com/RR0nRSG.jpg","2","150","1","1","106","臺北市","大安區","信義路二段222號4樓-9","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/sKKUUwM.png","77","25.033409","121.531367"
"119","10","7/1/2018 18:42:42","15/11/2019 23:17:43","東門 10","https://i.imgur.com/pqs3YkF.jpg","2","140","1","2","106","臺北市","大安區","信義路二段222號4樓-10","捷運東門站5號出口，步行約1分鐘。","Treerful小樹屋 是以時計價的出租空間，在各地提供自助式的場地。親民的價格、有質感的空間，它是您舒適的教室、會議室、讀書會、聚會場地。","如遇一樓大門未開，請聯繫客服人員。","場地無提供且「禁止」使用麥克風及擴音設備，以維護鄰居環境安寧。室內設有監視器。","https://i.imgur.com/nf7nc7n.png","78","25.033409","121.531367"
"120","1","7/1/2018 18:45:09","7/1/2018 18:45:09","東門備用","https://i.imgur.com/WeR7K0N.png","1","1","0","1","201","基隆市","信義區","測試路","1","1",,,,"0",,
